Filename	DOI	Reference
PROMISPME_Forrest_2021_Physical_Proxy	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
PROMISPME_Forrest_2021_PosAff_Children	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
PROMISPME_Forrest_2021_PosAff_Proxy	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
PROMISPME_Forrest_2021_Psych_Children	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
PROMISPME_Forrest_2021_Psych_Proxy	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
PROMISPME_Forrest_2021_Strength_Children	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
PROMISPME_Forrest_2021_Strength_Proxy	10.7910/DVN/QOO7QX	Bevans, K. B., Riley, A. W., Landgraf, J. M., Carle, A. C., Teneralli, R. E., Fiese, B. H., ... & Forrest, C. B. (2017). Children’s family experiences: development of the PROMIS® pediatric family relationships measures. Quality of Life Research, 26(11), 3011-3023. Forrest, C. B., Devine, J., Bevans, K. B., Becker, B. D., Carle, A. C., Teneralli, R. E., ... & Ravens-Sieberer, U. (2018). Development and psychometric evaluation of the PROMIS Pediatric Life Satisfaction item banks, child-report, and parent-proxy editions. Quality of Life Research, 27(1), 217-234. Forrest, C. B., Bevans, K. B., Pratiwadi, R., Moon, J., Teneralli, R. E., Minton, J. M., & Tucker, C. A. (2014). Development of the PROMIS® pediatric global health (PGH-7) measure. Quality of Life Research, 23(4), 1221-1231. Forrest, C. B., Ravens-Sieberer, U., Devine, J., Becker, B. D., Teneralli, R. E., Moon, J., ... & Bevans, K. B. (2018). Development and evaluation of the PROMIS® pediatric positive affect item bank, child-report and parent-proxy editions. Journal of happiness studies, 19(3), 699-718. Bevans, K. B., Gardner, W., Pajer, K. A., Becker, B., Carle, A., Tucker, C. A., & Forrest, C. B. (2018). Psychometric evaluation of the PROMIS® pediatric psychological and physical stress experiences measures. Journal of pediatric psychology, 43(6), 678-692. Tucker, C. A., Bevans, K. B., Becker, B. D., Teneralli, R., & Forrest, C. B. (2020). Development of the PROMIS Pediatric Physical Activity Item Banks. Physical Therapy. Forrest, Christopher, 2021, "PROMIS Pediatric Measure Evaluation", https://doi.org/10.7910/DVN/QOO7QX, Harvard Dataverse, V1, UNF:6:KR2sdwDQUHzX3hNzM+pZKA== [fileUNF]
protestant_workethic		Protestant Work Ethic Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/PWE_data.zip
psiq_woelk2022	10.1027/1015-5759/a000729	Woelk, M., Hagenaars, M. A., & Krans, J. (2022). Validation of the Dutch version of the Plymouth Sensory Imagery Questionnaire. European Journal of Psychological Assessment.
PSR-P_Scale_Intimacy_Hakim_2018_Study2_PSI	10.7910/DVN/F3KS7M	Hakim, M. (2018, December 13). Measuring the feeling of distant intimacy with politicians:  Development, construct validity, and replicability of the parasocial relationship with a political figure  (PSR-P) scale. https://doi.org/10.31234/osf.io/mcwsg  Hakim, Moh Abdul, 2018, "Measuring the feeling of distant intimacy with political figures across cultures: Development, construct validity, factor replicability, and measurement invariance of parasocial relationship with political figures (PSR-P) scale", https://doi.org/10.7910/DVN/F3KS7M, Harvard Dataverse, V1
PSR-P_Scale_Intimacy_Hakim_2018_Study2_PSR	10.7910/DVN/F3KS7M	Hakim, M. (2018, December 13). Measuring the feeling of distant intimacy with politicians:  Development, construct validity, and replicability of the parasocial relationship with a political figure  (PSR-P) scale. https://doi.org/10.31234/osf.io/mcwsg  Hakim, Moh Abdul, 2018, "Measuring the feeling of distant intimacy with political figures across cultures: Development, construct validity, factor replicability, and measurement invariance of parasocial relationship with political figures (PSR-P) scale", https://doi.org/10.7910/DVN/F3KS7M, Harvard Dataverse, V1
PSR-P_Scale_Intimacy_Hakim_2018_Study3	10.7910/DVN/F3KS7M	Hakim, M. (2018, December 13). Measuring the feeling of distant intimacy with politicians:  Development, construct validity, and replicability of the parasocial relationship with a political figure  (PSR-P) scale. https://doi.org/10.31234/osf.io/mcwsg  Hakim, Moh Abdul, 2018, "Measuring the feeling of distant intimacy with political figures across cultures: Development, construct validity, factor replicability, and measurement invariance of parasocial relationship with political figures (PSR-P) scale", https://doi.org/10.7910/DVN/F3KS7M, Harvard Dataverse, V1
psychoneurotic_inventory		Woodworth Psychoneurotic Inventory [dataset and codebook]. http://openpsychometrics.org/_rawdata/WPI.zip
psychotools_conspiracist	10.3389/fpsyg.2013.00279	Brotherton R, French CC, Pickering AD (2013). Measuring Belief in Conspiracy Theories: The Generic Conspiracist Beliefs Scale. Frontiers in Psychology, 4, 279.
psychotools_gratitude	10.1037/a0021590	Froh, J. J., Fan, J., Emmons, R. A., Bono, G., Huebner, E. S., & Watkins, P. (2011). Measuring gratitude in youth: Assessing the psychometric properties of adult gratitude scales in children and adolescents. Psychological Assessment, 23(2), 311–324. https://doi.org/10.1037/a0021590
psychotools_mathexam	10.18637/jss.v058.i01	Zeileis A, Umlauf N, Leisch F (2014). Flexible Generation of E-Learning Exams in R: Moodle Quizzes, OLAT Assessments, and Beyond. Journal of Statistical Software, 58(1), 1–36. doi:10.18637/jss.v058.i01
psychtools_ability	10.1177/0963721420922178	Revelle, William, Dworak, Elizabeth M. and Condon, David (2020) Cognitive ability in everyday life: the utility of open-source measures. Current Directions in Psychological Science, 29, (4) 358-363. Open access at doi:10.1177/0963721420922178.
psychtools_Athenstaedt	10.1111/1471-6402.00111	Ursula Athenstaedt (2003) On the Content and Structure of the Gender Role Self-Concept: Including Gender-Stereotypical Behaviors in Addition to Traits. Psychology of Women Quarterly, 27, 309-318. doi: 10.1111/1471-6402.00111.
psychtools_bfi	10.1007/978-1-4419-1210-7_2	Revelle, W., Wilt, J., and Rosenthal, A. (2010) Individual Differences in Cognition: New Methods for examining the Personality-Cognition Link In Gruszka, A. and Matthews, G. and Szymura, B. (Eds.) Handbook of Individual Differences in Cognition: Attention, Memory and Executive Control, Springer.
psychtools_blot	10.1007/1-4020-3076-2_18	T.G. Bond. BLOT:Bond’s Logical Operations Test. Townsville, Australia: James Cook University. (Original work published 1976), 1995
psychtools_epi		Eysenck, H.J. and Eysenck, S. B.G. (1968). Manual for the Eysenck Personality Inventory.Educational and Industrial Testing Service, San Diego, CA.
psychtools_geras	10.1027/1015-5759/a000528	Gruber, Freya M. and Distlberger, Eva and Scherndl, Thomas and Ortner, Tuulia M. and Pletzer, Belinda (2020) Psychometric properties of the multifaceted Gender-Related Attributes Survey (GERAS) European Journal of Psychological Assessment, 36, (4) 612-623.
psychtools_msq		Revelle, W. and Anderson, K.J. (1998) Personality, motivation and cognitive performance: Final report to the Army Research Institute on contract MDA 903-93-K-0008. (https://www.personality-project. org/revelle/publications/ra.ari.98.pdf).
psychtools_sai		Revelle, William and Anderson, Kristen Joan (1997) Personality, motivation and cognitive performance: Final report to the Army Research Institute on contract MDA 903-93-K-0008
PTAM_Kretzschmar_2017_MicroFIN		Kretzschmar, A., Hacatrjana, L., & Rascevska, M. (2017). Re-evaluating the psychometric properties of MicroFIN: A multidimensional measurement of complex problem solving or a unidimensional reasoning test?. Psychological Test and Assessment Modeling, 59(2), 157-182.
PTAM_Kretzschmar_2017_Raven		Kretzschmar, A., Hacatrjana, L., & Rascevska, M. (2017). Re-evaluating the psychometric properties of MicroFIN: A multidimensional measurement of complex problem solving or a unidimensional reasoning test?. Psychological Test and Assessment Modeling, 59(2), 157-182.
PTAM_Kretzschmar_2017_Reasoning		Kretzschmar, A., Hacatrjana, L., & Rascevska, M. (2017). Re-evaluating the psychometric properties of MicroFIN: A multidimensional measurement of complex problem solving or a unidimensional reasoning test?. Psychological Test and Assessment Modeling, 59(2), 157-182.
ptam1_immer		n/a
PTCI_Chinese_Zhan_2024	10.1037/pas0001309	Zhan, N., Gao, C., Cao, Y., Li, F., & Geng, F. (2024). Factor structure, measurement invariance, and psychometric properties of the Posttraumatic Cognitions Inventory (PTCI) and its brief version (PTCI-9) in Chinese adolescents and adults. Psychological Assessment.
PVPVESQ_Gasiorowska_2021_study2_AQ	10.1007/s12144-022-03323-4	Gasiorowska, A., Glomb, K., & Kesebir, P. (2023). Psychometric validation of the polish version of the emotional style questionnaire. Current Psychology, 42(26), 22351-22369.
QADT_Kleka_2023		Kleka, P. (2024, March 4). Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT). Retrieved from osf.io/6vqp3
QaSLu_lopez_2024	10.3390/educsci14060615	López-de-Arana Prado, E.; Aramburuzabala, P.; Cerrillo, R.; Sánchez-Cabrero, R. Validation and Standardization of a Questionnaire for the Self-Assessment of Service-Learning Experiences in Higher Education (QaSLu-27). Educ. Sci. 2024, 14, 615. https://doi.org/10.3390/educsci14060615 doi: https://www.mdpi.com/2227-7102/14/6/615   López de Arana Prado, Elena; Sánchez-Cabrero, Roberto; Aramburuzabala, Pilar; Cerrillo, Rosario, 2024, "Dataset of the initial validation of Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)", https://doi.org/10.7910/DVN/LUUDQC, Harvard Dataverse, V3, UNF:6:0G58Cn2FWIOPS6cx7++mzg== [fileUNF]
QaSLU_Prado_2024	10.7910/DVN/LUUDQC	López-de-Arana Prado, E., Aramburuzabala, P., Cerrillo, R., & Sánchez-Cabrero, R. (2024). Validation and Standardization of a Questionnaire for the Self-Assessment of Service-Learning Experiences in Higher Education (QaSLu-27). Education Sciences, 14(6), 615.  López de Arana Prado, Elena; Sánchez-Cabrero, Roberto; Aramburuzabala, Pilar; Cerrillo, Rosario, 2024, "Dataset of the initial validation of Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)", https://doi.org/10.7910/DVN/LUUDQC, Harvard Dataverse, V3, UNF:6:0G58Cn2FWIOPS6cx7++mzg== [fileUNF]
QCDQES_Oliveira_2022	10.1007/s12144-022-03542-9	Oliveira, S., Roberto, M.S., Marques-Pinto, A. et al. Elementary school climate through teachers’ eyes: Portuguese adaptation of the Organizational Climate Description Questionnaire Revised for Elementary schools. Curr Psychol 42, 24312–24325 (2023). https://osf.io/zn4fd/
quantshort		Ramsay J (2023). _TestGardener: Optimal Analysis of Test and Rating Scale Data_. R package version 3.1.4, <https://CRAN.R-project.org/package=TestGardener>.
ravens_deboeck2012	10.18637/jss.v048.c01	De Boeck, P., & Partchev, I. (2012). IRTrees: Tree-based item response models of the GLMM family. Journal of Statistical Software, 48, 1-28.
RD_EppSCQRK_Kipkemoi_2024_scq	10.7910/DVN/NJHSAC	Kipkemoi, Patricia; Kipkoech, Collins, 2024, "Replication Data for: Evaluation of the psychometric properties of the Social Communication Questionnaire in Rural Kenya", https://doi.org/10.7910/DVN/NJHSAC, Harvard Dataverse, V1, UNF:6:BGoEytC8iWGwL91uQnBjkQ== [fileUNF]   Kipkemoi, P., Savage, J. E., Gona, J., Rimba, K., Kombe, M., Mwangi, P., ... & Abubakar, A. (2024). Evaluation of the psychometric properties of the social communication questionnaire in rural Kenya. Journal of Autism and Developmental Disorders, 1-19.
RD_PPCSEDSOF_Afable_2023	10.7910/DVN/UT9RVL	Afable, Sanny Boy; Cruz, Grace Trinidad; Saito, Yasuhiko, 2023, "Replication Data for: Psychometric Properties of the CES-D Scale in Older Filipinos", https://doi.org/10.7910/DVN/UT9RVL, Harvard Dataverse, V1, UNF:6:Sz8/8a1aaU/q4PPwsdwpdw== [fileUNF]
RD_PpCvDOS_PadcOnaCns_Jinbo_2019_DOS	10.7910/DVN/F4UYZQ	He, Jinbo, 2019, "Replication Data for: Psychometric properties of the Chinese version of the Duesseldorf Orthorexia Scale - Prevalence and demographic correlates of Orthorexia nervosa among Chinese university students", https://doi.org/10.7910/DVN/F4UYZQ, Harvard Dataverse, V1, UNF:6:3aX2gYvPpoOWxIvwRfO3iQ== [fileUNF]  He, J., Ma, H., Barthels, F., & Fan, X. (2019). Psychometric properties of the Chinese version of the Düsseldorf Orthorexia Scale: prevalence and demographic correlates of orthorexia nervosa among Chinese university students. Eating and Weight Disorders-Studies on Anorexia, Bulimia and Obesity, 24, 453-463.
RD_PpSL7as_Ghasemy_2024_SL	10.7910/DVN/FDDY2N	Ghasemy, Majid, 2024, "Replication data for: Psychometric properties of the SL-7 scale in academic settings", https://doi.org/10.7910/DVN/FDDY2N, Harvard Dataverse, V1
RDatasets_gssabortion		n/a
realpic_souza2021	10.3758/s13428-020-01523-z	Souza, C., Garrido, M.V., Saraiva, M. et al. RealPic: Picture norms of real-world common items. Behav Res 53, 1746–1761 (2021). https://doi.org/10.3758/s13428-020-01523-z
Resistance	10.3758/s13428-022-01876-7	Geiger, S.J., Vintr, J. & Rachev, N.R. A reassessment of the Resistance to Framing scale. Behav Res 55, 2320–2332 (2023). https://doi.org/10.3758/s13428-022-01876-7
riasec		(2018). Holland Code (RIASEC) Test [dataset and codebook]. http://openpsychometrics.org/_rawdata/RIASEC_data12Dec2018.zip
rightwing_authoritariansim		Altemeyer, B (2015). Right-wing Authoritarianism Scale [dataset and codebook]. https://openpsychometrics.org/_rawdata/RWAS.zip
RLMS_MLCIRTwithin	10.1201/b18735	Bartolucci, F., Bacci, S., & Gnaldi, M. (2015). Statistical analysis of questionnaires: A unified approach based on R and Stata (Vol. 34). CRC press.
roar_lexical	10.1038/s41598-021-85907-x	Yeatman, J. D., Tang, K. A., Donnelly, P. M., Yablonski, M., Ramamurthy, M., Karipidis, I. I., ... & Domingue, B. W. (2021). Rapid online assessment of reading ability. Scientific reports, 11(1), 6396.
rollcall_house		Lewis, Jeffrey B., Keith Poole, Howard Rosenthal, Adam Boche, Aaron Rudkin, and Luke Sonnet (2023). Voteview: Congressional Roll-Call Votes Database. https://voteview.com/
rollcall_senate		Lewis, Jeffrey B., Keith Poole, Howard Rosenthal, Adam Boche, Aaron Rudkin, and Luke Sonnet (2023). Voteview: Congressional Roll-Call Votes Database. https://voteview.com/
Rosenberg_fadplus_goto2021	10.3389/fpsyg.2021.720601	Goto, T. (2021). Comparing the Psychometric Properties of Two Japanese-Translated Scales of the Free Will and Determinism-Plus Scale. Frontiers in Psychology, 12, 720601.
rosenberg_selfesteem		(2014). Roseberg Self-Esteem Scale [dataset and codebook]. http://openpsychometrics.org/_rawdata/RSE.zip///Brennan, K.; Clark, C.; Shaver, P. (1998). Self-report measures of adult romantic attachment. In J. Simpson and W. Rholes, Attachment Theory and Close Relationships. New York: Guilford Press. 
rr98_accuracy	10.1111/1467-9280.00067	Ratcliff, R., & Rouder, J. N. (1998). Modeling Response Times for Two-Choice Decisions. Psychological Science, 9(5), 347-356. http://doi.org/10.1111/1467-9280.00067
RvKDCS_Romiacg_Miroshnik_2020_BFI	10.17605/OSF.IO/G5BK4	Miroshnik, K. G., Shcherbakova, O. V., & Kaufman, J. C. (2024, February 15). Russian validation of Kaufman Domains of Creativity Scale: Relationship to occupation and measurement invariance across gender. https://doi.org/10.17605/OSF.IO/G5BK4
RvKDCS_Romiacg_Miroshnik_2020_CBI	10.17605/OSF.IO/G5BK4	Miroshnik, K. G., Shcherbakova, O. V., & Kaufman, J. C. (2024, February 15). Russian validation of Kaufman Domains of Creativity Scale: Relationship to occupation and measurement invariance across gender. https://doi.org/10.17605/OSF.IO/G5BK4
RvKDCS_Romiacg_Miroshnik_2020_KDOCS	10.17605/OSF.IO/G5BK4	Miroshnik, K. G., Shcherbakova, O. V., & Kaufman, J. C. (2024, February 15). Russian validation of Kaufman Domains of Creativity Scale: Relationship to occupation and measurement invariance across gender. https://doi.org/10.17605/OSF.IO/G5BK4
sabers_vesper2023	10.1027/1015-5759/a000807	Vesper, D., & König, C. J. (2023). Measurement equivalence of the English, German, and French versions of the Strike Attitude and Behavioral Reactions Scale (SABeRS). European Journal of Psychological Assessment.
SABFI2_Gallardo_Pujol_2018_BFI	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_Constru	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_Honest	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_IntHapp	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_LOT	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_Micro	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_Narq	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
SABFI2_Gallardo_Pujol_2018_ReligionScale	10.1027/2698-1866/a000020	Gallardo-Pujol, D., Rouco, V., Cortijos-Bernabeu, A., Oceja, L., Soto, C. J., & John, O. P. (2022). Factor structure, gender invariance, measurement properties, and short forms of the Spanish adaptation of the Big Five Inventory-2. Psychological Test Adaptation and Development.
